name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,Sample3,Sample2,Sample1,Sample6,Sample5,Sample4
gene-SAUSA300_RS13220,gene-SAUSA300_RS13220,28,14.7,13.3,0.912,-0.1,7.7e-01,1.0e+00,0.8512,1020,18,14,12,15,11,14
gene-SAUSA300_RS13375,gene-SAUSA300_RS13375,409.3,208,201.3,0.967,0,7.7e-01,1.0e+00,0.8514,1021,202,223,199,196,198,210
gene-SAUSA300_RS08900,gene-SAUSA300_RS08900,127.3,65.3,62,0.95,-0.1,7.7e-01,1.0e+00,0.8514,1022,84,65,47,54,67,65
gene-SAUSA300_RS08915,gene-SAUSA300_RS08915,61.3,32,29.3,0.931,-0.1,7.7e-01,1.0e+00,0.8514,1023,47,26,23,27,21,40
gene-SAUSA300_RS03180,gene-SAUSA300_RS03180,38,20,18,0.918,-0.1,7.7e-01,1.0e+00,0.8556,1028,24,7,29,17,19,18
gene-SAUSA300_RS14115,gene-SAUSA300_RS14115,212,104,108,1.042,0.1,7.8e-01,1.0e+00,0.8562,1030,129,85,98,106,108,110
gene-SAUSA300_RS02560,gene-SAUSA300_RS02560,137.3,67,70.3,1.049,0.1,7.8e-01,1.0e+00,0.8562,1031,63,67,71,70,85,56
gene-SAUSA300_RS05870,gene-SAUSA300_RS05870,232.3,113.7,118.7,1.045,0.1,7.8e-01,1.0e+00,0.8562,1032,153,109,79,110,140,106
gene-SAUSA300_RS03910,gene-SAUSA300_RS03910,26.3,14,12.3,0.903,-0.1,7.8e-01,1.0e+00,0.8562,1033,19,13,10,3,16,18
gene-SAUSA300_RS04695,gene-SAUSA300_RS04695,298.7,147,151.7,1.036,0.1,7.8e-01,1.0e+00,0.8562,1033,152,129,160,154,159,142
gene-SAUSA300_RS12605,gene-SAUSA300_RS12605,359,183,176,0.964,-0.1,7.8e-01,1.0e+00,0.8562,1034,175,159,215,192,135,201
gene-SAUSA300_RS10275,gene-SAUSA300_RS10275,24.7,11.7,13,1.112,0.2,7.8e-01,1.0e+00,0.8629,1043,21,7,7,23,10,6
gene-SAUSA300_RS03165,gene-SAUSA300_RS03165,34.3,17.7,16.7,0.926,-0.1,7.9e-01,1.0e+00,0.8649,1046,19,22,12,19,13,18
gene-SAUSA300_RS03975,gene-SAUSA300_RS03975,32.7,17,15.7,0.923,-0.1,7.9e-01,1.0e+00,0.8649,1047,15,19,17,21,11,15
gene-SAUSA300_RS14685,gene-SAUSA300_RS14685,32,16.7,15.3,0.923,-0.1,7.9e-01,1.0e+00,0.8688,1053,15,16,19,9,19,18
gene-SAUSA300_RS03330,gene-SAUSA300_RS03330,92.7,47.7,45,0.952,-0.1,7.9e-01,1.0e+00,0.8688,1054,55,37,51,43,42,50
gene-SAUSA300_RS02100,gene-SAUSA300_RS02100,18.3,8.7,9.7,1.108,0.1,7.9e-01,1.0e+00,0.8688,1055,13,8,5,8,12,9
gene-SAUSA300_RS08995,gene-SAUSA300_RS08995,50.3,26,24.3,0.939,-0.1,8.0e-01,1.0e+00,0.8705,1058,24,33,21,20,25,28
gene-SAUSA300_RS03315,gene-SAUSA300_RS03315,135.3,69.3,66,0.957,-0.1,8.0e-01,1.0e+00,0.8705,1059,72,55,81,53,70,75
gene-SAUSA300_RS09025,gene-SAUSA300_RS09025,116.3,59.7,56.7,0.954,-0.1,8.0e-01,1.0e+00,0.8711,1060,81,54,44,62,59,49
gene-SAUSA300_RS09045,gene-SAUSA300_RS09045,65.7,32,33.7,1.058,0.1,8.0e-01,1.0e+00,0.8711,1061,22,35,39,36,28,37
gene-SAUSA300_RS04000,gene-SAUSA300_RS04000,91.3,47,44.3,0.951,-0.1,8.0e-01,1.0e+00,0.8727,1064,29,56,56,46,49,38
gene-SAUSA300_RS02425,gene-SAUSA300_RS02425,54.3,28,26.3,0.944,-0.1,8.0e-01,1.0e+00,0.8762,1069,33,22,29,23,32,24
gene-SAUSA300_RS07340,gene-SAUSA300_RS07340,18.3,8.7,9.7,1.107,0.1,8.1e-01,1.0e+00,0.8807,1075,12,2,12,15,9,5
gene-SAUSA300_RS05910,gene-SAUSA300_RS05910,53.7,26,27.7,1.06,0.1,8.1e-01,1.0e+00,0.8807,1076,36,20,22,27,32,24
gene-SAUSA300_RS04070,gene-SAUSA300_RS04070,365.7,180.3,185.3,1.03,0,8.1e-01,1.0e+00,0.8828,1080,215,165,161,197,157,202
gene-SAUSA300_RS04290,gene-SAUSA300_RS04290,50,24.3,25.7,1.058,0.1,8.1e-01,1.0e+00,0.8845,1083,25,18,30,27,27,23
gene-SAUSA300_RS08880,gene-SAUSA300_RS08880,137.7,70.3,67.3,0.96,-0.1,8.1e-01,1.0e+00,0.8845,1084,84,62,65,52,64,86
gene-SAUSA300_RS00540,gene-SAUSA300_RS00540,39.3,20.3,19,0.932,-0.1,8.2e-01,1.0e+00,0.8854,1085,10,32,19,17,28,12
gene-SAUSA300_RS11075,gene-SAUSA300_RS11075,61.7,30,31.7,1.052,0.1,8.2e-01,1.0e+00,0.8855,1087,33,32,25,35,27,33
gene-SAUSA300_RS13045,gene-SAUSA300_RS13045,64.3,33,31.3,0.952,-0.1,8.2e-01,1.0e+00,0.8856,1088,28,35,36,29,35,30
gene-SAUSA300_RS01930,gene-SAUSA300_RS01930,40.3,20.7,19.7,0.94,-0.1,8.2e-01,1.0e+00,0.8857,1089,17,23,22,15,27,17
gene-SAUSA300_RS11640,gene-SAUSA300_RS11640,88.3,43.3,45,1.044,0.1,8.2e-01,1.0e+00,0.8857,1089,39,47,44,42,49,44
gene-SAUSA300_RS08895,gene-SAUSA300_RS08895,168.3,85.7,82.7,0.965,-0.1,8.2e-01,1.0e+00,0.8857,1090,90,102,65,83,77,88
gene-SAUSA300_RS03170,gene-SAUSA300_RS03170,53.7,26,27.7,1.055,0.1,8.2e-01,1.0e+00,0.8857,1091,19,30,29,34,26,23
gene-SAUSA300_RS14050,gene-SAUSA300_RS14050,43,20.7,22.3,1.063,0.1,8.2e-01,1.0e+00,0.8858,1092,29,16,17,27,25,15
gene-SAUSA300_RS14120,gene-SAUSA300_RS14120,63.3,32.3,31,0.951,-0.1,8.3e-01,1.0e+00,0.8918,1101,24,39,34,31,42,20
gene-SAUSA300_RS05890,gene-SAUSA300_RS05890,40,20.7,19.3,0.94,-0.1,8.3e-01,1.0e+00,0.8918,1101,10,33,19,22,18,18
gene-SAUSA300_RS12905,gene-SAUSA300_RS12905,42,20.3,21.7,1.061,0.1,8.3e-01,1.0e+00,0.8918,1102,19,23,19,26,11,28
gene-SAUSA300_RS09010,gene-SAUSA300_RS09010,48.3,24.7,23.7,0.95,-0.1,8.3e-01,1.0e+00,0.8923,1104,23,27,24,27,23,21
gene-SAUSA300_RS02660,gene-SAUSA300_RS02660,297.7,146.7,151,1.028,0,8.3e-01,1.0e+00,0.8923,1105,162,164,114,148,149,156
gene-SAUSA300_RS09850,gene-SAUSA300_RS09850,37,19,18,0.943,-0.1,8.3e-01,1.0e+00,0.8948,1109,15,23,19,12,20,22
gene-SAUSA300_RS13020,gene-SAUSA300_RS13020,249.7,123,126.7,1.029,0,8.3e-01,1.0e+00,0.8952,1110,133,97,139,128,131,121
gene-SAUSA300_RS07170,gene-SAUSA300_RS07170,169,83,86,1.031,0,8.4e-01,1.0e+00,0.8969,1113,88,85,76,84,96,78
gene-SAUSA300_RS14595,gene-SAUSA300_RS14595,130,66,64,0.966,0,8.4e-01,1.0e+00,0.8973,1114,65,60,73,57,76,59
gene-SAUSA300_RS01335,gene-SAUSA300_RS01335,36,17.3,18.7,1.061,0.1,8.4e-01,1.0e+00,0.9019,1121,8,20,24,24,19,13
gene-SAUSA300_RS08240,gene-SAUSA300_RS08240,26.3,12.7,13.7,1.076,0.1,8.4e-01,1.0e+00,0.9021,1122,17,14,7,3,18,20
gene-SAUSA300_RS04255,gene-SAUSA300_RS04255,41.3,21.3,20,0.945,-0.1,8.4e-01,1.0e+00,0.9021,1123,17,34,13,29,12,19
gene-SAUSA300_RS09255,gene-SAUSA300_RS09255,49,24,25,1.051,0.1,8.5e-01,1.0e+00,0.9021,1124,24,26,22,33,14,28
gene-SAUSA300_RS08255,gene-SAUSA300_RS08255,124.3,61,63.3,1.035,0.1,8.5e-01,1.0e+00,0.9021,1125,82,42,59,65,64,61
gene-SAUSA300_RS00985,gene-SAUSA300_RS00985,84.3,43,41.3,0.963,-0.1,8.5e-01,1.0e+00,0.9033,1127,36,42,51,35,42,47
gene-SAUSA300_RS09040,gene-SAUSA300_RS09040,1675,828,847,1.023,0,8.5e-01,1.0e+00,0.9033,1128,598,1000,886,884,965,692
gene-SAUSA300_RS02750,gene-SAUSA300_RS02750,54,27.7,26.3,0.956,-0.1,8.5e-01,1.0e+00,0.9035,1129,29,26,28,33,19,27
gene-SAUSA300_RS05150,gene-SAUSA300_RS05150,131.3,64.7,66.7,1.031,0,8.5e-01,1.0e+00,0.9068,1134,76,54,64,60,69,71
gene-SAUSA300_RS09225,gene-SAUSA300_RS09225,25.7,12.3,13.3,1.067,0.1,8.6e-01,1.0e+00,0.9113,1141,7,15,15,12,22,6
gene-SAUSA300_RS04950,gene-SAUSA300_RS04950,115.7,57,58.7,1.033,0,8.6e-01,1.0e+00,0.9113,1142,50,53,68,55,73,48
gene-SAUSA300_RS08655,gene-SAUSA300_RS08655,117.7,60,57.7,0.97,0,8.6e-01,1.0e+00,0.9134,1145,61,61,58,62,42,69
gene-SAUSA300_RS10240,gene-SAUSA300_RS10240,20,10.3,9.7,0.94,-0.1,8.6e-01,1.0e+00,0.9142,1147,11,12,8,10,11,8
gene-SAUSA300_RS11775,gene-SAUSA300_RS11775,66.3,33.7,32.7,0.964,-0.1,8.6e-01,1.0e+00,0.9142,1148,25,40,36,29,37,32
gene-SAUSA300_RS12985,gene-SAUSA300_RS12985,40.7,20,20.7,1.047,0.1,8.6e-01,1.0e+00,0.9144,1149,12,21,27,21,18,23
gene-SAUSA300_RS01655,gene-SAUSA300_RS01655,46.7,23.7,23,0.959,-0.1,8.7e-01,1.0e+00,0.9144,1150,22,30,19,24,27,18
gene-SAUSA300_RS14355,gene-SAUSA300_RS14355,199.7,98.3,101.3,1.026,0,8.7e-01,1.0e+00,0.9144,1151,98,105,92,99,126,79
gene-SAUSA300_RS12455,gene-SAUSA300_RS12455,25,13,12,0.942,-0.1,8.7e-01,1.0e+00,0.9144,1152,10,12,17,19,5,12
gene-SAUSA300_RS13000,gene-SAUSA300_RS13000,22.3,10.7,11.7,1.064,0.1,8.7e-01,1.0e+00,0.9152,1154,12,15,5,10,18,7
gene-SAUSA300_RS09495,gene-SAUSA300_RS09495,22.7,11.7,11,0.941,-0.1,8.7e-01,1.0e+00,0.9152,1155,21,6,8,9,13,11
gene-SAUSA300_RS05255,gene-SAUSA300_RS05255,57.7,29.3,28.3,0.962,-0.1,8.7e-01,1.0e+00,0.9152,1156,34,18,36,27,26,32
gene-SAUSA300_RS05615,gene-SAUSA300_RS05615,215,106.3,108.7,1.023,0,8.7e-01,1.0e+00,0.9152,1157,112,100,107,122,112,92
gene-SAUSA300_RS04430,gene-SAUSA300_RS04430,320.7,158.3,162.3,1.021,0,8.7e-01,1.0e+00,0.9152,1158,139,162,174,141,171,175
gene-SAUSA300_RS09400,gene-SAUSA300_RS09400,20.3,10.3,10,0.94,-0.1,8.8e-01,1.0e+00,0.9207,1166,2,14,15,14,9,7
gene-SAUSA300_RS11375,gene-SAUSA300_RS11375,1254.7,622.7,632,1.015,0,8.8e-01,1.0e+00,0.9207,1167,624,590,654,645,634,617
gene-SAUSA300_RS06010,gene-SAUSA300_RS06010,32.3,15.7,16.7,1.051,0.1,8.8e-01,1.0e+00,0.9226,1170,12,19,16,14,28,8
gene-SAUSA300_RS05290,gene-SAUSA300_RS05290,164.3,83.3,81,0.977,0,8.8e-01,1.0e+00,0.9229,1171,67,103,80,76,87,80
gene-SAUSA300_RS14190,gene-SAUSA300_RS14190,44,22.3,21.7,0.962,-0.1,8.8e-01,1.0e+00,0.9229,1172,15,27,25,25,22,18
gene-SAUSA300_RS12510,gene-SAUSA300_RS12510,49.7,24.3,25.3,1.036,0.1,8.8e-01,1.0e+00,0.9229,1173,25,26,22,29,25,22
gene-SAUSA300_RS04880,gene-SAUSA300_RS04880,45.3,22,23.3,1.039,0.1,8.8e-01,1.0e+00,0.9229,1174,12,30,24,21,25,24
gene-SAUSA300_RS09755,gene-SAUSA300_RS09755,24.7,12,12.7,1.053,0.1,8.9e-01,1.0e+00,0.9229,1175,21,8,7,12,17,9
gene-SAUSA300_RS06310,gene-SAUSA300_RS06310,635.3,314.3,321,1.021,0,8.9e-01,1.0e+00,0.9229,1176,184,346,413,374,340,249
gene-SAUSA300_RS00280,gene-SAUSA300_RS00280,865.7,429.3,436.3,1.016,0,8.9e-01,1.0e+00,0.9229,1177,507,412,369,439,367,503
gene-SAUSA300_RS07970,gene-SAUSA300_RS07970,765.3,380,385.3,1.015,0,8.9e-01,1.0e+00,0.9229,1178,372,361,407,393,377,386
gene-SAUSA300_RS08630,gene-SAUSA300_RS08630,217,109.7,107.3,0.979,0,8.9e-01,1.0e+00,0.9229,1179,99,110,120,117,80,125
gene-SAUSA300_RS13795,gene-SAUSA300_RS13795,150.3,76,74.3,0.975,0,8.9e-01,1.0e+00,0.923,1180,87,47,94,69,94,60
gene-SAUSA300_RS09770,gene-SAUSA300_RS09770,234.7,118.3,116.3,0.981,0,8.9e-01,1.0e+00,0.9232,1181,144,100,111,115,122,112
gene-SAUSA300_RS13915,gene-SAUSA300_RS13915,39.3,19.3,20,1.047,0.1,8.9e-01,1.0e+00,0.924,1183,10,12,36,29,23,8
gene-SAUSA300_RS03345,gene-SAUSA300_RS03345,73.3,36.3,37,1.03,0,8.9e-01,1.0e+00,0.924,1184,32,33,44,41,42,28
gene-SAUSA300_RS11760,gene-SAUSA300_RS11760,30.3,14.7,15.7,1.048,0.1,8.9e-01,1.0e+00,0.9255,1186,10,9,25,10,27,10
gene-SAUSA300_RS00015,gene-SAUSA300_RS00015,110.3,54.7,55.7,1.025,0,8.9e-01,1.0e+00,0.9269,1189,64,55,45,52,44,71
gene-SAUSA300_RS04230,gene-SAUSA300_RS04230,46.3,22.7,23.7,1.033,0,9.0e-01,1.0e+00,0.9299,1194,22,28,18,19,25,27
gene-SAUSA300_RS04220,gene-SAUSA300_RS04220,582.3,293.7,288.7,0.985,0,9.0e-01,1.0e+00,0.9312,1197,382,254,245,275,260,331
gene-SAUSA300_RS12790,gene-SAUSA300_RS12790,1578,784,794,1.013,0,9.0e-01,1.0e+00,0.9324,1199,947,730,675,840,823,719
gene-SAUSA300_RS03490,gene-SAUSA300_RS03490,40.7,20.7,20,0.967,0,9.1e-01,1.0e+00,0.9358,1204,10,28,24,14,22,24
gene-SAUSA300_RS11710,gene-SAUSA300_RS11710,106.7,54,52.7,0.977,0,9.1e-01,1.0e+00,0.9358,1205,55,49,58,32,58,68
gene-SAUSA300_RS07195,gene-SAUSA300_RS07195,19.7,9.7,10,1.046,0.1,9.1e-01,1.0e+00,0.9367,1207,13,4,12,9,12,9
gene-SAUSA300_RS02565,gene-SAUSA300_RS02565,211.7,104.7,107,1.017,0,9.1e-01,1.0e+00,0.9367,1208,93,134,87,106,121,94
gene-SAUSA300_RS12915,gene-SAUSA300_RS12915,85.7,42.3,43.3,1.023,0,9.1e-01,1.0e+00,0.9367,1209,45,42,40,57,43,30
gene-SAUSA300_RS05465,gene-SAUSA300_RS05465,52.7,26,26.7,1.026,0,9.1e-01,1.0e+00,0.9381,1212,21,26,31,28,24,28
gene-SAUSA300_RS08700,gene-SAUSA300_RS08700,38.3,19.3,19,0.969,0,9.1e-01,1.0e+00,0.9388,1214,22,28,8,21,22,14
gene-SAUSA300_RS08695,gene-SAUSA300_RS08695,18,8.7,9.3,1.043,0.1,9.1e-01,1.0e+00,0.9388,1215,12,7,7,7,11,10
gene-SAUSA300_RS07325,gene-SAUSA300_RS07325,36,18.3,17.7,0.972,0,9.2e-01,1.0e+00,0.9491,1229,28,12,15,13,19,21
gene-SAUSA300_RS11210,gene-SAUSA300_RS11210,120.7,60,60.7,1.017,0,9.3e-01,1.0e+00,0.95,1231,44,68,68,51,81,50
gene-SAUSA300_RS01545,gene-SAUSA300_RS01545,25.7,12.7,13,1.032,0,9.3e-01,1.0e+00,0.95,1232,7,19,12,17,9,13
gene-SAUSA300_RS06675,gene-SAUSA300_RS06675,53,26,27,1.023,0,9.3e-01,1.0e+00,0.95,1233,19,23,36,21,35,25
gene-SAUSA300_RS08870,gene-SAUSA300_RS08870,18,9.3,8.7,0.967,0,9.4e-01,1.0e+00,0.9581,1245,12,5,11,3,11,12
gene-SAUSA300_RS07940,gene-SAUSA300_RS07940,315,158.3,156.7,0.991,0,9.4e-01,1.0e+00,0.9647,1254,152,181,142,163,167,140
gene-SAUSA300_RS09125,gene-SAUSA300_RS09125,45,22.7,22.3,0.983,0,9.5e-01,1.0e+00,0.9675,1259,27,30,11,27,18,22
gene-SAUSA300_RS11360,gene-SAUSA300_RS11360,201.7,100.3,101.3,1.009,0,9.5e-01,1.0e+00,0.9675,1260,120,93,88,107,87,110
gene-SAUSA300_RS00360,gene-SAUSA300_RS00360,22.7,11.3,11.3,1.024,0,9.5e-01,1.0e+00,0.9675,1261,5,12,17,10,7,17
gene-SAUSA300_RS02930,gene-SAUSA300_RS02930,22.7,11.3,11.3,1.024,0,9.5e-01,1.0e+00,0.9675,1262,12,5,17,14,7,13
gene-SAUSA300_RS05250,gene-SAUSA300_RS05250,20,10.3,9.7,0.976,0,9.5e-01,1.0e+00,0.9675,1263,15,6,10,5,11,13
gene-SAUSA300_RS01700,gene-SAUSA300_RS01700,22.7,11.3,11.3,1.024,0,9.5e-01,1.0e+00,0.968,1264,22,2,10,14,12,8
gene-SAUSA300_RS13615,gene-SAUSA300_RS13615,71.7,36,35.7,0.987,0,9.5e-01,1.0e+00,0.9684,1266,36,30,42,24,49,34
gene-SAUSA300_RS11380,gene-SAUSA300_RS11380,838.3,418,420.3,1.006,0,9.5e-01,1.0e+00,0.9706,1269,359,437,458,380,365,516
gene-SAUSA300_RS03320,gene-SAUSA300_RS03320,142.7,71,71.7,1.009,0,9.6e-01,1.0e+00,0.9725,1273,99,51,63,70,63,82
gene-SAUSA300_RS14675,gene-SAUSA300_RS14675,44.3,22.3,22,0.987,0,9.6e-01,1.0e+00,0.9725,1274,27,21,19,21,23,22
gene-SAUSA300_RS08780,gene-SAUSA300_RS08780,363.3,182.3,181,0.994,0,9.6e-01,1.0e+00,0.9749,1278,164,164,219,173,205,165
gene-SAUSA300_RS13315,gene-SAUSA300_RS13315,41,20.3,20.7,1.013,0,9.6e-01,1.0e+00,0.976,1281,22,15,24,12,27,23
gene-SAUSA300_RS11485,gene-SAUSA300_RS11485,21.3,10.7,10.7,0.985,0,9.7e-01,1.0e+00,0.9789,1285,10,15,7,15,10,7
gene-SAUSA300_RS09055,gene-SAUSA300_RS09055,59,29.7,29.3,0.991,0,9.7e-01,1.0e+00,0.9801,1288,36,26,27,21,42,25
gene-SAUSA300_RS14225,gene-SAUSA300_RS14225,19.3,9.7,9.7,1.016,0,9.7e-01,1.0e+00,0.9806,1289,8,6,15,3,11,15
gene-SAUSA300_RS05090,gene-SAUSA300_RS05090,19.3,9.7,9.7,1.015,0,9.7e-01,1.0e+00,0.9807,1291,15,2,12,3,11,15
gene-SAUSA300_RS09210,gene-SAUSA300_RS09210,321.3,161,160.3,0.996,0,9.7e-01,1.0e+00,0.9807,1292,156,168,159,145,174,162
gene-SAUSA300_RS12450,gene-SAUSA300_RS12450,349.3,175,174.3,0.996,0,9.7e-01,1.0e+00,0.9807,1293,204,154,167,179,177,167
gene-SAUSA300_RS11150,gene-SAUSA300_RS11150,29.3,14.7,14.7,0.99,0,9.7e-01,1.0e+00,0.9829,1296,12,15,17,11,20,13
gene-SAUSA300_RS12885,gene-SAUSA300_RS12885,37.3,18.7,18.7,1.007,0,9.8e-01,1.0e+00,0.9866,1302,19,18,19,22,14,20
gene-SAUSA300_RS02840,gene-SAUSA300_RS02840,822,410.7,411.3,1.002,0,9.8e-01,1.0e+00,0.9895,1307,428,415,389,431,415,388
gene-SAUSA300_RS09165,gene-SAUSA300_RS09165,226.7,113.3,113.3,1.003,0,9.8e-01,1.0e+00,0.9899,1309,119,107,114,112,88,140
gene-SAUSA300_RS14365,gene-SAUSA300_RS14365,271,135.3,135.7,1.003,0,9.8e-01,1.0e+00,0.99,1310,110,136,160,125,153,129
gene-SAUSA300_RS07320,gene-SAUSA300_RS07320,21,10.7,10.3,0.994,0,9.9e-01,1.0e+00,0.9918,1313,22,6,4,12,11,8
gene-SAUSA300_RS03065,gene-SAUSA300_RS03065,198,99,99,0.998,0,9.9e-01,1.0e+00,0.9918,1314,84,120,93,96,119,82
gene-SAUSA300_RS02030,gene-SAUSA300_RS02030,78,39,39,0.998,0,9.9e-01,1.0e+00,0.9926,1316,34,49,34,36,44,37
gene-SAUSA300_RS12290,gene-SAUSA300_RS12290,32.7,16.7,16,0.996,0,9.9e-01,1.0e+00,0.9926,1317,17,12,21,9,14,25
gene-SAUSA300_RS11455,gene-SAUSA300_RS11455,36.3,18.3,18,0.997,0,9.9e-01,1.0e+00,0.9926,1318,17,19,19,17,9,28
gene-SAUSA300_RS04380,gene-SAUSA300_RS04380,18,9,9,0.999,0,1.0e+00,1.0e+00,0.9989,1328,2,20,5,11,5,11
gene-SAUSA300_RS08730,gene-SAUSA300_RS08730,106.7,53.3,53.3,1,0,1.0e+00,1.0e+00,0.9989,1329,53,50,57,57,44,59
