name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,Sample3,Sample2,Sample1,Sample6,Sample5,Sample4
gene-SAUSA300_RS02625,gene-SAUSA300_RS02625,242.3,114.7,127.7,1.112,0.2,4.8e-01,1.0e+00,0.6155,633,102,145,97,105,122,156
gene-SAUSA300_RS05860,gene-SAUSA300_RS05860,40.3,18,22.3,1.226,0.3,4.8e-01,1.0e+00,0.616,634,17,9,28,26,24,17
gene-SAUSA300_RS07490,gene-SAUSA300_RS07490,42.3,23,19.3,0.831,-0.3,4.8e-01,1.0e+00,0.6181,637,17,23,29,18,23,17
gene-SAUSA300_RS02300,gene-SAUSA300_RS02300,39.3,17.7,21.7,1.236,0.3,4.8e-01,1.0e+00,0.6181,637,19,6,28,23,18,24
gene-SAUSA300_RS12665,gene-SAUSA300_RS12665,55.3,30,25.3,0.843,-0.2,4.8e-01,1.0e+00,0.6225,642,29,25,36,34,25,17
gene-SAUSA300_RS14270,gene-SAUSA300_RS14270,301.3,158,143.3,0.903,-0.1,4.9e-01,1.0e+00,0.6254,646,133,196,145,142,184,104
gene-SAUSA300_RS07005,gene-SAUSA300_RS07005,75.7,41,34.7,0.845,-0.2,4.9e-01,1.0e+00,0.6271,648,67,22,34,27,47,30
gene-SAUSA300_RS08990,gene-SAUSA300_RS08990,53.7,29.3,24.3,0.845,-0.2,4.9e-01,1.0e+00,0.6273,649,41,20,27,27,23,23
gene-SAUSA300_RS08550,gene-SAUSA300_RS08550,79.3,43,36.3,0.851,-0.2,4.9e-01,1.0e+00,0.6273,650,56,32,41,57,22,30
gene-SAUSA300_RS11410,gene-SAUSA300_RS11410,26,14.3,11.7,0.799,-0.3,4.9e-01,1.0e+00,0.6293,653,17,14,12,9,13,13
gene-SAUSA300_RS07950,gene-SAUSA300_RS07950,186.3,88.7,97.7,1.105,0.1,4.9e-01,1.0e+00,0.6304,654,90,91,85,100,88,105
gene-SAUSA300_RS09015,gene-SAUSA300_RS09015,223,117.3,105.7,0.902,-0.1,4.9e-01,1.0e+00,0.6304,655,136,131,85,89,121,107
gene-SAUSA300_RS08660,gene-SAUSA300_RS08660,76.7,35.7,41,1.154,0.2,4.9e-01,1.0e+00,0.6304,656,30,33,44,39,51,33
gene-SAUSA300_RS13975,gene-SAUSA300_RS13975,287,149.7,137.3,0.918,-0.1,4.9e-01,1.0e+00,0.6318,658,143,157,149,132,146,134
gene-SAUSA300_RS08085,gene-SAUSA300_RS08085,22,9.7,12.3,1.283,0.4,5.0e-01,1.0e+00,0.6338,660,12,7,10,17,12,8
gene-SAUSA300_RS09500,gene-SAUSA300_RS09500,14.7,6,8.7,1.386,0.5,5.0e-01,1.0e+00,0.6376,665,2,14,2,10,13,3
gene-SAUSA300_RS12535,gene-SAUSA300_RS12535,20.3,8.7,11.7,1.301,0.4,5.0e-01,1.0e+00,0.6376,666,13,11,2,15,11,9
gene-SAUSA300_RS13520,gene-SAUSA300_RS13520,26.3,14.7,11.7,0.798,-0.3,5.0e-01,1.0e+00,0.6406,669,15,12,17,7,11,17
gene-SAUSA300_RS10385,gene-SAUSA300_RS10385,32,14.3,17.7,1.234,0.3,5.0e-01,1.0e+00,0.6412,671,24,7,12,17,20,16
gene-SAUSA300_RS14045,gene-SAUSA300_RS14045,20.7,9,11.7,1.302,0.4,5.1e-01,1.0e+00,0.6414,672,5,7,15,10,18,7
gene-SAUSA300_RS13015,gene-SAUSA300_RS13015,326.7,156.3,170.3,1.092,0.1,5.1e-01,1.0e+00,0.6414,672,161,158,150,209,133,169
gene-SAUSA300_RS07135,gene-SAUSA300_RS07135,35.3,19.3,16,0.822,-0.3,5.1e-01,1.0e+00,0.6414,673,12,29,17,13,15,20
gene-SAUSA300_RS06800,gene-SAUSA300_RS06800,42,19.3,22.7,1.195,0.3,5.1e-01,1.0e+00,0.6433,675,17,26,15,17,23,28
gene-SAUSA300_RS06155,gene-SAUSA300_RS06155,23.3,10.3,13,1.265,0.3,5.1e-01,1.0e+00,0.6445,677,13,8,10,18,7,14
gene-SAUSA300_RS07375,gene-SAUSA300_RS07375,19,10.7,8.3,0.774,-0.4,5.1e-01,1.0e+00,0.6461,680,6,9,17,9,10,6
gene-SAUSA300_RS11445,gene-SAUSA300_RS11445,1167.3,603,564.3,0.936,-0.1,5.1e-01,1.0e+00,0.649,683,521,603,685,556,583,554
gene-SAUSA300_RS09785,gene-SAUSA300_RS09785,29,13,16,1.235,0.3,5.2e-01,1.0e+00,0.6542,690,17,9,13,12,11,25
gene-SAUSA300_RS06785,gene-SAUSA300_RS06785,27.3,12.3,15,1.225,0.3,5.2e-01,1.0e+00,0.6575,694,10,15,12,16,12,17
gene-SAUSA300_RS03840,gene-SAUSA300_RS03840,37.3,17,20.3,1.209,0.3,5.2e-01,1.0e+00,0.6595,696,21,15,15,24,10,27
gene-SAUSA300_RS02800,gene-SAUSA300_RS02800,66.3,35.7,30.7,0.857,-0.2,5.3e-01,1.0e+00,0.6602,698,36,33,38,31,46,15
gene-SAUSA300_RS04040,gene-SAUSA300_RS04040,112.7,60,52.7,0.878,-0.2,5.3e-01,1.0e+00,0.6602,699,35,68,77,60,34,64
gene-SAUSA300_RS00140,gene-SAUSA300_RS00140,27.3,12.3,15,1.243,0.3,5.3e-01,1.0e+00,0.6602,699,10,12,15,19,19,7
gene-SAUSA300_RS09465,gene-SAUSA300_RS09465,26.7,14.7,12,0.817,-0.3,5.3e-01,1.0e+00,0.6602,700,11,16,17,12,14,10
gene-SAUSA300_RS12835,gene-SAUSA300_RS12835,18.7,8.3,10.3,1.287,0.4,5.3e-01,1.0e+00,0.6629,703,5,5,15,10,11,10
gene-SAUSA300_RS11515,gene-SAUSA300_RS11515,125.3,66.3,59,0.893,-0.2,5.3e-01,1.0e+00,0.6629,704,85,58,56,53,49,75
gene-SAUSA300_RS10400,gene-SAUSA300_RS10400,215.7,112.7,103,0.913,-0.1,5.3e-01,1.0e+00,0.6635,705,121,126,91,90,99,120
gene-SAUSA300_RS07345,gene-SAUSA300_RS07345,14.3,6,8.3,1.382,0.5,5.3e-01,1.0e+00,0.6635,706,0,14,4,11,11,3
gene-SAUSA300_RS04925,gene-SAUSA300_RS04925,57.7,31,26.7,0.866,-0.2,5.3e-01,1.0e+00,0.6635,707,24,35,34,34,21,25
gene-SAUSA300_RS02420,gene-SAUSA300_RS02420,97.3,51.7,45.7,0.882,-0.2,5.3e-01,1.0e+00,0.6635,707,48,49,58,62,28,47
gene-SAUSA300_RS13560,gene-SAUSA300_RS13560,122.7,65,57.7,0.89,-0.2,5.3e-01,1.0e+00,0.6635,708,95,49,51,58,63,52
gene-SAUSA300_RS04970,gene-SAUSA300_RS04970,21.7,9.7,12,1.252,0.3,5.3e-01,1.0e+00,0.6635,709,7,7,15,12,11,13
gene-SAUSA300_RS08325,gene-SAUSA300_RS08325,21.3,12,9.3,0.791,-0.3,5.3e-01,1.0e+00,0.6637,709,18,5,13,9,11,8
gene-SAUSA300_RS11420,gene-SAUSA300_RS11420,33.3,18.3,15,0.831,-0.3,5.4e-01,1.0e+00,0.6651,712,15,25,15,19,11,15
gene-SAUSA300_RS02945,gene-SAUSA300_RS02945,19,8.3,10.7,1.26,0.3,5.4e-01,1.0e+00,0.6669,714,10,7,8,9,11,12
gene-SAUSA300_RS00065,gene-SAUSA300_RS00065,66.3,35.3,31,0.872,-0.2,5.4e-01,1.0e+00,0.6669,715,28,36,42,23,40,30
gene-SAUSA300_RS01225,gene-SAUSA300_RS01225,18.7,8.3,10.3,1.288,0.4,5.4e-01,1.0e+00,0.6669,716,15,5,5,10,14,7
gene-SAUSA300_RS06475,gene-SAUSA300_RS06475,28.7,15.7,13,0.826,-0.3,5.4e-01,1.0e+00,0.6699,719,19,9,19,12,14,13
gene-SAUSA300_RS12685,gene-SAUSA300_RS12685,27.7,15,12.7,0.815,-0.3,5.4e-01,1.0e+00,0.6716,722,10,23,12,14,16,8
gene-SAUSA300_RS10295,gene-SAUSA300_RS10295,25.3,14,11.3,0.822,-0.3,5.5e-01,1.0e+00,0.6736,725,11,15,16,11,12,11
gene-SAUSA300_RS01355,gene-SAUSA300_RS01355,22,12.3,9.7,0.791,-0.3,5.5e-01,1.0e+00,0.6736,725,10,5,22,11,11,7
gene-SAUSA300_RS00730,gene-SAUSA300_RS00730,30.3,16.7,13.7,0.822,-0.3,5.5e-01,1.0e+00,0.6741,727,12,26,12,17,7,17
gene-SAUSA300_RS12275,gene-SAUSA300_RS12275,30.7,16.7,14,0.839,-0.3,5.5e-01,1.0e+00,0.6801,734,19,18,13,15,14,13
gene-SAUSA300_RS10915,gene-SAUSA300_RS10915,86,40.7,45.3,1.118,0.2,5.5e-01,1.0e+00,0.6813,736,41,40,41,46,45,45
gene-SAUSA300_RS14240,gene-SAUSA300_RS14240,150.7,72,78.7,1.1,0.1,5.5e-01,1.0e+00,0.6825,738,68,81,67,66,76,94
gene-SAUSA300_RS02960,gene-SAUSA300_RS02960,159.3,76,83.3,1.094,0.1,5.6e-01,1.0e+00,0.6825,738,75,76,77,76,90,84
gene-SAUSA300_RS12565,gene-SAUSA300_RS12565,22.3,10,12.3,1.233,0.3,5.6e-01,1.0e+00,0.6849,742,10,12,8,15,14,8
gene-SAUSA300_RS06780,gene-SAUSA300_RS06780,32.7,14.7,18,1.202,0.3,5.6e-01,1.0e+00,0.6849,742,22,15,7,14,25,15
gene-SAUSA300_RS01805,gene-SAUSA300_RS01805,64.7,30.3,34.3,1.142,0.2,5.6e-01,1.0e+00,0.6905,749,40,34,17,30,34,39
gene-SAUSA300_RS06105,gene-SAUSA300_RS06105,59.7,31.7,28,0.881,-0.2,5.7e-01,1.0e+00,0.6921,752,32,32,31,27,25,32
gene-SAUSA300_RS00935,gene-SAUSA300_RS00935,196.7,93.7,103,1.099,0.1,5.7e-01,1.0e+00,0.6921,752,62,102,117,119,110,80
gene-SAUSA300_RS08800,gene-SAUSA300_RS08800,244.3,117.3,127,1.082,0.1,5.7e-01,1.0e+00,0.6953,756,141,107,104,124,142,115
gene-SAUSA300_RS02835,gene-SAUSA300_RS02835,473.7,228,245.7,1.074,0.1,5.7e-01,1.0e+00,0.6999,762,177,287,220,276,246,215
gene-SAUSA300_RS12215,gene-SAUSA300_RS12215,72.7,38.3,34.3,0.891,-0.2,5.7e-01,1.0e+00,0.7015,765,39,36,40,38,38,27
gene-SAUSA300_RS05410,gene-SAUSA300_RS05410,60.3,32,28.3,0.879,-0.2,5.8e-01,1.0e+00,0.704,768,39,21,36,24,34,27
gene-SAUSA300_RS00120,gene-SAUSA300_RS00120,194,101.3,92.7,0.916,-0.1,5.8e-01,1.0e+00,0.704,769,126,71,107,97,80,101
gene-SAUSA300_RS00175,gene-SAUSA300_RS00175,105.3,50,55.3,1.106,0.1,5.8e-01,1.0e+00,0.7048,770,55,44,51,50,49,67
gene-SAUSA300_RS07115,gene-SAUSA300_RS07115,60.7,32.3,28.3,0.87,-0.2,5.8e-01,1.0e+00,0.7059,772,24,27,46,33,37,15
gene-SAUSA300_RS05190,gene-SAUSA300_RS05190,1058,544,514,0.945,-0.1,5.9e-01,1.0e+00,0.7205,789,461,598,573,554,455,533
gene-SAUSA300_RS14155,gene-SAUSA300_RS14155,31,17,14,0.856,-0.2,5.9e-01,1.0e+00,0.7218,791,15,19,17,15,14,13
gene-SAUSA300_RS08935,gene-SAUSA300_RS08935,33,15.3,17.7,1.17,0.2,6.0e-01,1.0e+00,0.724,794,22,14,10,19,19,15
gene-SAUSA300_RS04960,gene-SAUSA300_RS04960,22,10,12,1.203,0.3,6.0e-01,1.0e+00,0.724,795,7,11,12,12,11,13
gene-SAUSA300_RS11725,gene-SAUSA300_RS11725,18.3,10.3,8,0.806,-0.3,6.1e-01,1.0e+00,0.7349,808,15,12,4,3,10,11
gene-SAUSA300_RS08920,gene-SAUSA300_RS08920,76,40,36,0.898,-0.2,6.1e-01,1.0e+00,0.7354,809,40,33,47,43,39,26
gene-SAUSA300_RS00315,gene-SAUSA300_RS00315,19.7,9,10.7,1.235,0.3,6.1e-01,1.0e+00,0.7355,810,10,2,15,15,5,12
gene-SAUSA300_RS10155,gene-SAUSA300_RS10155,49.7,23.3,26.3,1.137,0.2,6.1e-01,1.0e+00,0.7357,811,34,19,17,29,23,27
gene-SAUSA300_RS07900,gene-SAUSA300_RS07900,30,16.3,13.7,0.842,-0.2,6.1e-01,1.0e+00,0.7359,812,18,19,12,22,14,5
gene-SAUSA300_RS09325,gene-SAUSA300_RS09325,166.7,86.7,80,0.919,-0.1,6.1e-01,1.0e+00,0.7396,817,108,70,82,57,95,88
gene-SAUSA300_RS01800,gene-SAUSA300_RS01800,354.7,172,182.7,1.062,0.1,6.2e-01,1.0e+00,0.7453,824,161,190,165,187,195,166
gene-SAUSA300_RS02940,gene-SAUSA300_RS02940,41.7,19.3,22.3,1.152,0.2,6.2e-01,1.0e+00,0.7482,827,15,16,27,28,27,12
gene-SAUSA300_RS03400,gene-SAUSA300_RS03400,19,10.3,8.7,0.83,-0.3,6.2e-01,1.0e+00,0.7499,830,12,7,12,6,9,11
gene-SAUSA300_RS12940,gene-SAUSA300_RS12940,269.3,139.7,129.7,0.931,-0.1,6.3e-01,1.0e+00,0.7508,832,173,116,130,159,97,133
gene-SAUSA300_RS02875,gene-SAUSA300_RS02875,192.7,100.3,92.3,0.922,-0.1,6.3e-01,1.0e+00,0.7509,833,85,97,119,61,92,124
gene-SAUSA300_RS03230,gene-SAUSA300_RS03230,31,14.3,16.7,1.173,0.2,6.3e-01,1.0e+00,0.7509,833,25,5,13,15,16,19
gene-SAUSA300_RS11805,gene-SAUSA300_RS11805,4847.7,2476,2371.7,0.958,-0.1,6.3e-01,1.0e+00,0.7509,834,2709,2405,2314,2370,2280,2465
gene-SAUSA300_RS10410,gene-SAUSA300_RS10410,223,107.7,115.3,1.071,0.1,6.3e-01,1.0e+00,0.7513,835,121,110,92,100,118,128
gene-SAUSA300_RS05995,gene-SAUSA300_RS05995,552.7,268.7,284,1.057,0.1,6.3e-01,1.0e+00,0.7515,836,245,285,276,309,307,236
gene-SAUSA300_RS00545,gene-SAUSA300_RS00545,19.3,10.7,8.7,0.83,-0.3,6.3e-01,1.0e+00,0.7515,837,10,7,15,5,11,10
gene-SAUSA300_RS06940,gene-SAUSA300_RS06940,37,20,17,0.861,-0.2,6.3e-01,1.0e+00,0.7515,838,29,12,19,27,9,15
gene-SAUSA300_RS07930,gene-SAUSA300_RS07930,38,17.7,20.3,1.142,0.2,6.3e-01,1.0e+00,0.7556,843,17,19,17,21,27,13
gene-SAUSA300_RS02830,gene-SAUSA300_RS02830,89,42.3,46.7,1.098,0.1,6.3e-01,1.0e+00,0.7556,844,32,48,47,39,54,47
gene-SAUSA300_RS00010,gene-SAUSA300_RS00010,161.3,83.7,77.7,0.93,-0.1,6.4e-01,1.0e+00,0.7567,846,72,85,94,86,73,74
gene-SAUSA300_RS01495,gene-SAUSA300_RS01495,17.7,7.7,10,1.218,0.3,6.4e-01,1.0e+00,0.7576,848,7,14,2,13,10,7
gene-SAUSA300_RS04410,gene-SAUSA300_RS04410,24.7,11.3,13.3,1.201,0.3,6.4e-01,1.0e+00,0.762,853,10,19,5,15,4,21
gene-SAUSA300_RS10500,gene-SAUSA300_RS10500,37.3,20,17.3,0.875,-0.2,6.4e-01,1.0e+00,0.7624,855,23,15,22,12,14,26
gene-SAUSA300_RS14315,gene-SAUSA300_RS14315,228.7,110.7,118,1.065,0.1,6.4e-01,1.0e+00,0.7631,856,102,114,116,117,125,112
gene-SAUSA300_RS00105,gene-SAUSA300_RS00105,49.7,23.3,26.3,1.12,0.2,6.4e-01,1.0e+00,0.7637,858,18,30,22,21,31,27
gene-SAUSA300_RS03390,gene-SAUSA300_RS03390,34.7,18.7,16,0.874,-0.2,6.5e-01,1.0e+00,0.7659,861,27,14,15,12,16,20
gene-SAUSA300_RS02010,gene-SAUSA300_RS02010,48,22.7,25.3,1.131,0.2,6.5e-01,1.0e+00,0.7671,863,34,23,11,22,20,34
gene-SAUSA300_RS04775,gene-SAUSA300_RS04775,333.3,171.3,162,0.945,-0.1,6.5e-01,1.0e+00,0.7672,864,167,168,179,162,187,137
gene-SAUSA300_RS01515,gene-SAUSA300_RS01515,33.3,15.7,17.7,1.139,0.2,6.5e-01,1.0e+00,0.7677,865,15,14,18,19,14,20
gene-SAUSA300_RS11785,gene-SAUSA300_RS11785,21,9.7,11.3,1.193,0.3,6.5e-01,1.0e+00,0.7677,866,15,9,5,17,5,12
gene-SAUSA300_RS08460,gene-SAUSA300_RS08460,31.7,14.7,17,1.144,0.2,6.6e-01,1.0e+00,0.7723,872,13,13,18,12,22,17
gene-SAUSA300_RS10875,gene-SAUSA300_RS10875,59.3,28.3,31,1.114,0.2,6.6e-01,1.0e+00,0.7723,873,39,19,27,28,23,42
gene-SAUSA300_RS11595,gene-SAUSA300_RS11595,23.7,12.7,11,0.854,-0.2,6.6e-01,1.0e+00,0.7734,875,19,14,5,12,11,10
gene-SAUSA300_RS13905,gene-SAUSA300_RS13905,33,15.3,17.7,1.15,0.2,6.6e-01,1.0e+00,0.7764,879,27,12,7,15,16,22
gene-SAUSA300_RS02605,gene-SAUSA300_RS02605,34.7,16.3,18.3,1.139,0.2,6.6e-01,1.0e+00,0.7764,880,12,18,19,15,27,13
gene-SAUSA300_RS14010,gene-SAUSA300_RS14010,124,59.7,64.3,1.081,0.1,6.7e-01,1.0e+00,0.7802,885,56,79,44,65,53,75
gene-SAUSA300_RS03070,gene-SAUSA300_RS03070,162.3,84,78.3,0.936,-0.1,6.7e-01,1.0e+00,0.7802,886,96,74,82,77,83,75
gene-SAUSA300_RS02955,gene-SAUSA300_RS02955,43.3,23,20.3,0.891,-0.2,6.7e-01,1.0e+00,0.7802,886,17,16,36,21,20,20
gene-SAUSA300_RS07965,gene-SAUSA300_RS07965,48.7,23,25.7,1.126,0.2,6.7e-01,1.0e+00,0.7802,887,12,41,16,27,20,30
gene-SAUSA300_RS07025,gene-SAUSA300_RS07025,50.7,24,26.7,1.111,0.2,6.7e-01,1.0e+00,0.7809,889,27,16,29,31,22,27
gene-SAUSA300_RS05645,gene-SAUSA300_RS05645,556.3,271.7,284.7,1.049,0.1,6.7e-01,1.0e+00,0.7812,890,302,250,263,259,284,311
gene-SAUSA300_RS11350,gene-SAUSA300_RS11350,165,85.3,79.7,0.934,-0.1,6.7e-01,1.0e+00,0.7822,892,87,88,81,89,57,93
gene-SAUSA300_RS09875,gene-SAUSA300_RS09875,538.3,275.7,262.7,0.954,-0.1,6.8e-01,1.0e+00,0.7878,899,309,244,274,245,253,290
gene-SAUSA300_RS03580,gene-SAUSA300_RS03580,51.3,24.3,27,1.106,0.1,6.8e-01,1.0e+00,0.7878,900,17,26,30,25,32,24
gene-SAUSA300_RS06005,gene-SAUSA300_RS06005,24.7,11.3,13.3,1.162,0.2,6.8e-01,1.0e+00,0.7881,901,2,14,18,15,13,12
gene-SAUSA300_RS14690,gene-SAUSA300_RS14690,17.7,9.7,8,0.84,-0.3,6.8e-01,1.0e+00,0.7902,904,12,12,5,14,7,3
gene-SAUSA300_RS08625,gene-SAUSA300_RS08625,19.3,9,10.3,1.172,0.2,6.8e-01,1.0e+00,0.7902,905,5,12,10,12,7,12
gene-SAUSA300_RS06330,gene-SAUSA300_RS06330,45.7,24,21.7,0.893,-0.2,6.8e-01,1.0e+00,0.7902,906,30,23,19,21,11,33
gene-SAUSA300_RS06345,gene-SAUSA300_RS06345,21.7,11.7,10,0.838,-0.3,6.8e-01,1.0e+00,0.7911,907,8,14,13,17,0,13
gene-SAUSA300_RS05530,gene-SAUSA300_RS05530,19.3,10.3,9,0.858,-0.2,6.8e-01,1.0e+00,0.7918,909,12,13,6,8,10,9
gene-SAUSA300_RS08705,gene-SAUSA300_RS08705,53.7,25.7,28,1.107,0.1,6.9e-01,1.0e+00,0.7942,912,28,14,35,33,20,31
gene-SAUSA300_RS08665,gene-SAUSA300_RS08665,164,79.7,84.3,1.065,0.1,6.9e-01,1.0e+00,0.7942,913,72,83,84,100,83,70
gene-SAUSA300_RS08285,gene-SAUSA300_RS08285,56.3,29.3,27,0.912,-0.1,6.9e-01,1.0e+00,0.7942,914,36,30,22,27,25,29
gene-SAUSA300_RS06910,gene-SAUSA300_RS06910,39,18.3,20.7,1.122,0.2,6.9e-01,1.0e+00,0.7956,917,12,16,27,14,20,28
gene-SAUSA300_RS10990,gene-SAUSA300_RS10990,26,12.3,13.7,1.146,0.2,6.9e-01,1.0e+00,0.7956,917,15,5,17,12,16,13
gene-SAUSA300_RS09220,gene-SAUSA300_RS09220,126.7,61,65.7,1.078,0.1,6.9e-01,1.0e+00,0.7978,921,57,63,63,97,44,56
gene-SAUSA300_RS08875,gene-SAUSA300_RS08875,27.7,13,14.7,1.13,0.2,6.9e-01,1.0e+00,0.7978,921,11,16,12,15,14,15
gene-SAUSA300_RS14590,gene-SAUSA300_RS14590,103,53.3,49.7,0.924,-0.1,6.9e-01,1.0e+00,0.7978,922,36,61,63,45,67,37
gene-SAUSA300_RS00550,gene-SAUSA300_RS00550,24,12.7,11.3,0.876,-0.2,7.0e-01,1.0e+00,0.8016,927,17,14,7,11,11,12
gene-SAUSA300_RS05855,gene-SAUSA300_RS05855,624.3,306,318.3,1.042,0.1,7.0e-01,1.0e+00,0.8032,930,310,305,303,325,300,330
gene-SAUSA300_RS12860,gene-SAUSA300_RS12860,355,181.7,173.3,0.954,-0.1,7.0e-01,1.0e+00,0.8033,931,170,196,179,198,156,166
gene-SAUSA300_RS02585,gene-SAUSA300_RS02585,49,25.7,23.3,0.908,-0.1,7.1e-01,1.0e+00,0.8112,941,19,40,18,22,28,20
gene-SAUSA300_RS09265,gene-SAUSA300_RS09265,84.7,41,43.7,1.081,0.1,7.1e-01,1.0e+00,0.8126,943,50,32,41,33,39,59
gene-SAUSA300_RS07335,gene-SAUSA300_RS07335,86.3,44.7,41.7,0.93,-0.1,7.1e-01,1.0e+00,0.8126,944,44,44,46,47,46,32
gene-SAUSA300_RS04065,gene-SAUSA300_RS04065,188.3,91.3,97,1.06,0.1,7.1e-01,1.0e+00,0.8126,945,99,70,105,94,119,78
gene-SAUSA300_RS06765,gene-SAUSA300_RS06765,653.7,320.3,333.3,1.041,0.1,7.1e-01,1.0e+00,0.8126,946,347,287,327,348,343,309
gene-SAUSA300_RS12920,gene-SAUSA300_RS12920,44,23,21,0.904,-0.1,7.1e-01,1.0e+00,0.8142,949,36,20,13,16,26,21
gene-SAUSA300_RS01885,gene-SAUSA300_RS01885,97,50.3,46.7,0.934,-0.1,7.2e-01,1.0e+00,0.8154,951,52,47,52,35,51,54
gene-SAUSA300_RS11070,gene-SAUSA300_RS11070,54.3,28.3,26,0.919,-0.1,7.2e-01,1.0e+00,0.8154,952,33,27,25,26,22,30
gene-SAUSA300_RS00330,gene-SAUSA300_RS00330,29.7,15.7,14,0.885,-0.2,7.2e-01,1.0e+00,0.8161,953,27,14,6,14,18,10
gene-SAUSA300_RS07140,gene-SAUSA300_RS07140,47,24.3,22.7,0.915,-0.1,7.2e-01,1.0e+00,0.8172,955,24,30,19,26,20,22
gene-SAUSA300_RS11630,gene-SAUSA300_RS11630,296,144.3,151.7,1.055,0.1,7.2e-01,1.0e+00,0.8172,956,183,125,125,162,105,188
gene-SAUSA300_RS12840,gene-SAUSA300_RS12840,20.7,9.7,11,1.164,0.2,7.2e-01,1.0e+00,0.8172,957,0,14,15,12,7,14
gene-SAUSA300_RS04940,gene-SAUSA300_RS04940,25,12,13,1.137,0.2,7.2e-01,1.0e+00,0.8172,958,15,5,16,12,19,8
gene-SAUSA300_RS02600,gene-SAUSA300_RS02600,33.7,16,17.7,1.111,0.2,7.2e-01,1.0e+00,0.8181,960,23,9,16,15,21,17
gene-SAUSA300_RS03325,gene-SAUSA300_RS03325,24,11.3,12.7,1.126,0.2,7.2e-01,1.0e+00,0.8181,961,12,12,10,14,11,13
gene-SAUSA300_RS09870,gene-SAUSA300_RS09870,120.3,62,58.3,0.941,-0.1,7.2e-01,1.0e+00,0.8196,963,73,62,51,56,66,53
gene-SAUSA300_RS05135,gene-SAUSA300_RS05135,692.7,339.3,353.3,1.042,0.1,7.3e-01,1.0e+00,0.8202,965,369,291,358,399,382,279
gene-SAUSA300_RS11230,gene-SAUSA300_RS11230,328.7,160,168.7,1.051,0.1,7.3e-01,1.0e+00,0.826,972,121,213,146,164,207,135
gene-SAUSA300_RS04005,gene-SAUSA300_RS04005,267.3,130.7,136.7,1.05,0.1,7.3e-01,1.0e+00,0.8262,973,155,89,148,139,136,135
gene-SAUSA300_RS11355,gene-SAUSA300_RS11355,151.3,73.7,77.7,1.055,0.1,7.3e-01,1.0e+00,0.8277,976,67,81,73,74,87,72
gene-SAUSA300_RS08225,gene-SAUSA300_RS08225,28.3,13.3,15,1.117,0.2,7.4e-01,1.0e+00,0.8304,980,13,20,7,12,11,22
gene-SAUSA300_RS03205,gene-SAUSA300_RS03205,19.3,10.3,9,0.885,-0.2,7.4e-01,1.0e+00,0.8356,987,12,9,10,6,11,10
gene-SAUSA300_RS15720,gene-SAUSA300_RS15720,26.7,14.3,12.3,0.882,-0.2,7.4e-01,1.0e+00,0.8356,988,10,12,21,25,5,7
gene-SAUSA300_RS06075,gene-SAUSA300_RS06075,210.3,103,107.3,1.046,0.1,7.4e-01,1.0e+00,0.8364,990,97,109,103,112,103,107
gene-SAUSA300_RS00945,gene-SAUSA300_RS00945,60.3,31.3,29,0.93,-0.1,7.5e-01,1.0e+00,0.8374,991,27,26,41,31,30,26
gene-SAUSA300_RS00110,gene-SAUSA300_RS00110,274,133.7,140.3,1.05,0.1,7.5e-01,1.0e+00,0.8383,993,193,114,94,142,131,148
gene-SAUSA300_RS08330,gene-SAUSA300_RS08330,82.3,40,42.3,1.069,0.1,7.5e-01,1.0e+00,0.8384,994,29,47,44,51,31,45
gene-SAUSA300_RS01795,gene-SAUSA300_RS01795,198.7,97,101.7,1.047,0.1,7.5e-01,1.0e+00,0.8384,995,96,97,98,92,94,119
gene-SAUSA300_RS14195,gene-SAUSA300_RS14195,23.3,11,12.3,1.125,0.2,7.5e-01,1.0e+00,0.8384,996,7,7,19,7,12,18
gene-SAUSA300_RS05075,gene-SAUSA300_RS05075,19.3,10.3,9,0.885,-0.2,7.5e-01,1.0e+00,0.8384,997,7,14,10,5,12,10
gene-SAUSA300_RS14345,gene-SAUSA300_RS14345,805.3,395.7,409.7,1.036,0.1,7.5e-01,1.0e+00,0.8384,998,469,334,384,387,451,391
gene-SAUSA300_RS14060,gene-SAUSA300_RS14060,40,19,21,1.091,0.1,7.5e-01,1.0e+00,0.8384,999,19,27,11,24,18,21
gene-SAUSA300_RS11590,gene-SAUSA300_RS11590,52.7,25.3,27.3,1.077,0.1,7.5e-01,1.0e+00,0.8384,999,19,28,29,29,28,25
gene-SAUSA300_RS10175,gene-SAUSA300_RS10175,127.3,65.3,62,0.946,-0.1,7.5e-01,1.0e+00,0.8411,1003,44,82,70,56,57,73
gene-SAUSA300_RS06985,gene-SAUSA300_RS06985,40.3,19.3,21,1.082,0.1,7.6e-01,1.0e+00,0.8495,1014,19,16,23,21,18,24
gene-SAUSA300_RS04425,gene-SAUSA300_RS04425,68,35,33,0.938,-0.1,7.6e-01,1.0e+00,0.8507,1017,34,41,30,27,32,40
gene-SAUSA300_RS04540,gene-SAUSA300_RS04540,19,9,10,1.139,0.2,7.7e-01,1.0e+00,0.8507,1017,10,12,5,18,2,10
gene-SAUSA300_RS11345,gene-SAUSA300_RS11345,328,167.3,160.7,0.963,-0.1,7.7e-01,1.0e+00,0.8507,1018,187,178,137,154,167,161
