"name","gene","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6"
"gene-SAUSA300_RS08295","gene-SAUSA300_RS08295",17,4,7,20,19,20
"gene-SAUSA300_RS08300","gene-SAUSA300_RS08300",57,63,56,128,172,145
"gene-SAUSA300_RS08305","gene-SAUSA300_RS08305",15,20,16,49,47,43
"gene-SAUSA300_RS08310","gene-SAUSA300_RS08310",22,22,17,70,44,37
"gene-SAUSA300_RS08315","gene-SAUSA300_RS08315",6,10,6,17,26,28
"gene-SAUSA300_RS08320","gene-SAUSA300_RS08320",238,203,213,105,93,82
"gene-SAUSA300_RS08325","gene-SAUSA300_RS08325",11,4,15,9,13,11
"gene-SAUSA300_RS08330","gene-SAUSA300_RS08330",36,40,24,54,35,60
"gene-SAUSA300_RS08335","gene-SAUSA300_RS08335",6,3,4,6,4,11
"gene-SAUSA300_RS08340","gene-SAUSA300_RS08340",6,3,5,3,9,15
"gene-SAUSA300_RS08345","gene-SAUSA300_RS08345",3,9,6,24,19,21
"gene-SAUSA300_RS08350","gene-SAUSA300_RS08350",31,26,16,41,50,56
"gene-SAUSA300_RS08355","gene-SAUSA300_RS08355",407,468,651,1296,905,1059
"gene-SAUSA300_RS08360","gene-SAUSA300_RS08360",673,553,679,1802,1451,1393
"gene-SAUSA300_RS08365","gene-SAUSA300_RS08365",175,206,323,806,484,602
"gene-SAUSA300_RS08370","gene-SAUSA300_RS08370",22,14,12,10,0,20
"gene-SAUSA300_RS08375","gene-SAUSA300_RS08375",4,6,4,23,16,6
"gene-SAUSA300_RS08380","gene-SAUSA300_RS08380",2,5,6,4,10,6
"gene-SAUSA300_RS08385","gene-SAUSA300_RS08385",12,14,15,43,27,34
"gene-SAUSA300_RS08390","gene-SAUSA300_RS08390",20,19,19,55,62,39
"gene-SAUSA300_RS08395","gene-SAUSA300_RS08395",197,195,186,506,490,512
"gene-SAUSA300_RS08400","gene-SAUSA300_RS08400",27,48,41,123,150,158
"gene-SAUSA300_RS08405","gene-SAUSA300_RS08405",18,44,15,52,82,79
"gene-SAUSA300_RS08410","gene-SAUSA300_RS08410",0,0,0,0,4,0
"gene-SAUSA300_RS08420","gene-SAUSA300_RS08420",14,24,16,24,20,16
"gene-SAUSA300_RS08425","gene-SAUSA300_RS08425",14,4,8,18,6,8
"gene-SAUSA300_RS08430","gene-SAUSA300_RS08430",0,0,0,4,2,0
"gene-SAUSA300_RS08435","gene-SAUSA300_RS08435",2,2,0,6,0,3
"gene-SAUSA300_RS08440","gene-SAUSA300_RS08440",8,4,2,3,6,8
"gene-SAUSA300_RS08445","gene-SAUSA300_RS08445",0,0,2,6,6,8
"gene-SAUSA300_RS08450","gene-SAUSA300_RS08450",14,5,0,17,14,20
"gene-SAUSA300_RS08455","gene-SAUSA300_RS08455",7,8,6,10,25,18
"gene-SAUSA300_RS08460","gene-SAUSA300_RS08460",15,11,11,20,25,14
"gene-SAUSA300_RS08465","gene-SAUSA300_RS08465",6,1,6,0,11,6
"gene-SAUSA300_RS08470","gene-SAUSA300_RS08470",0,1,0,0,0,1
"gene-SAUSA300_RS08475","gene-SAUSA300_RS08475",1,0,2,2,0,6
"gene-SAUSA300_RS08480","gene-SAUSA300_RS08480",6,4,8,6,4,7
"gene-SAUSA300_RS08485","gene-SAUSA300_RS08485",4,8,4,16,9,15
"gene-SAUSA300_RS08490","gene-SAUSA300_RS08490",6,4,2,8,5,7
"gene-SAUSA300_RS08500","gene-SAUSA300_RS08500",0,0,0,0,0,0
"gene-SAUSA300_RS08505","gene-SAUSA300_RS08505",0,2,0,0,2,2
"gene-SAUSA300_RS08510","gene-SAUSA300_RS08510",0,0,2,8,2,2
"gene-SAUSA300_RS08515","gene-SAUSA300_RS08515",8,10,10,4,7,10
"gene-SAUSA300_RS08520","gene-SAUSA300_RS08520",2,0,2,5,4,6
"gene-SAUSA300_RS08525","gene-SAUSA300_RS08525",4,4,8,3,4,8
"gene-SAUSA300_RS08530","gene-SAUSA300_RS08530",0,0,0,2,0,0
"gene-SAUSA300_RS08535","gene-SAUSA300_RS08535",4,2,2,4,2,4
"gene-SAUSA300_RS08540","gene-SAUSA300_RS08540",0,0,0,3,0,0
"gene-SAUSA300_RS08545","gene-SAUSA300_RS08545",32,33,16,47,52,45
"gene-SAUSA300_RS08550","gene-SAUSA300_RS08550",34,27,46,36,25,66
"gene-SAUSA300_RS08555","gene-SAUSA300_RS08555",27,22,22,21,16,32
"gene-SAUSA300_RS08560","gene-SAUSA300_RS08560",7,4,11,14,14,20
"gene-SAUSA300_RS08565","gene-SAUSA300_RS08565",0,0,0,4,2,2
"gene-SAUSA300_RS08570","gene-SAUSA300_RS08570",33,16,28,50,36,64
"gene-SAUSA300_RS08575","gene-SAUSA300_RS08575",87,83,88,173,136,184
"gene-SAUSA300_RS08580","gene-SAUSA300_RS08580",60,45,43,91,73,73
"gene-SAUSA300_RS08585","gene-SAUSA300_RS08585",49,61,34,46,50,61
"gene-SAUSA300_RS08590","gene-SAUSA300_RS08590",18,27,14,31,44,38
"gene-SAUSA300_RS08595","gene-SAUSA300_RS08595",0,0,0,2,2,2
"gene-SAUSA300_RS08600","gene-SAUSA300_RS08600",26,42,38,48,21,46
"gene-SAUSA300_RS08605","gene-SAUSA300_RS08605",28,19,14,22,10,16
"gene-SAUSA300_RS08610","gene-SAUSA300_RS08610",6,2,6,18,8,14
"gene-SAUSA300_RS08615","gene-SAUSA300_RS08615",24,36,16,45,69,47
"gene-SAUSA300_RS08620","gene-SAUSA300_RS08620",81,155,118,284,235,316
"gene-SAUSA300_RS08625","gene-SAUSA300_RS08625",8,10,4,14,8,14
"gene-SAUSA300_RS08630","gene-SAUSA300_RS08630",99,94,82,150,90,136
"gene-SAUSA300_RS08635","gene-SAUSA300_RS08635",8,2,6,10,8,10
"gene-SAUSA300_RS08640","gene-SAUSA300_RS08640",0,1,1,0,3,1
"gene-SAUSA300_RS08645","gene-SAUSA300_RS08645",43,65,28,25,30,55
"gene-SAUSA300_RS08650","gene-SAUSA300_RS08650",6,10,10,10,8,10
"gene-SAUSA300_RS08655","gene-SAUSA300_RS08655",48,52,50,83,48,72
"gene-SAUSA300_RS08660","gene-SAUSA300_RS08660",36,28,25,40,58,45
"gene-SAUSA300_RS08665","gene-SAUSA300_RS08665",69,71,59,84,94,117
"gene-SAUSA300_RS08670","gene-SAUSA300_RS08670",8,10,12,6,4,10
"gene-SAUSA300_RS08675","gene-SAUSA300_RS08675",34,40,20,22,15,16
"gene-SAUSA300_RS08680","gene-SAUSA300_RS08680",58,54,46,170,144,135
"gene-SAUSA300_RS08685","gene-SAUSA300_RS08685",2,0,0,6,12,15
"gene-SAUSA300_RS08690","gene-SAUSA300_RS08690",4,15,7,24,10,24
"gene-SAUSA300_RS08695","gene-SAUSA300_RS08695",6,6,10,12,12,8
"gene-SAUSA300_RS08700","gene-SAUSA300_RS08700",7,24,18,17,25,24
"gene-SAUSA300_RS08705","gene-SAUSA300_RS08705",29,12,23,37,23,39
"gene-SAUSA300_RS08710","gene-SAUSA300_RS08710",9,12,4,5,7,2
"gene-SAUSA300_RS08715","gene-SAUSA300_RS08715",59,87,54,68,71,53
"gene-SAUSA300_RS08720","gene-SAUSA300_RS08720",116,65,62,47,40,40
"gene-SAUSA300_RS08725","gene-SAUSA300_RS08725",88,67,79,80,64,88
"gene-SAUSA300_RS08730","gene-SAUSA300_RS08730",47,43,44,71,50,66
"gene-SAUSA300_RS08735","gene-SAUSA300_RS08735",2,7,1,13,15,15
"gene-SAUSA300_RS08740","gene-SAUSA300_RS08740",30,10,7,34,31,26
"gene-SAUSA300_RS08745","gene-SAUSA300_RS08745",2,0,2,3,2,7
"gene-SAUSA300_RS08750","gene-SAUSA300_RS08750",14,0,2,13,10,2
"gene-SAUSA300_RS15375","gene-SAUSA300_RS15375",0,0,0,0,0,0
"gene-SAUSA300_RS08755","gene-SAUSA300_RS08755",4,12,6,8,14,6
"gene-SAUSA300_RS08760","gene-SAUSA300_RS08760",0,4,0,0,2,2
"gene-SAUSA300_RS08765","gene-SAUSA300_RS08765",0,0,0,0,0,0
"gene-SAUSA300_RS08775","gene-SAUSA300_RS08775",89,79,102,82,128,77
"gene-SAUSA300_RS08780","gene-SAUSA300_RS08780",181,140,135,197,232,202
"gene-SAUSA300_RS08785","gene-SAUSA300_RS08785",0,12,12,17,20,14
"gene-SAUSA300_RS08790","gene-SAUSA300_RS08790",64,48,54,133,146,156
"gene-SAUSA300_RS08795","gene-SAUSA300_RS08795",7,7,4,6,12,6
"gene-SAUSA300_RS08800","gene-SAUSA300_RS08800",86,92,116,138,161,144
"gene-SAUSA300_RS08805","gene-SAUSA300_RS08805",28,27,33,62,47,57
"gene-SAUSA300_RS08810","gene-SAUSA300_RS08810",7,1,4,4,2,4
"gene-SAUSA300_RS08815","gene-SAUSA300_RS08815",3,6,4,0,2,5
"gene-SAUSA300_RS08820","gene-SAUSA300_RS08820",5,6,12,9,12,6
"gene-SAUSA300_RS08825","gene-SAUSA300_RS08825",132,106,211,159,82,161
"gene-SAUSA300_RS08830","gene-SAUSA300_RS08830",0,0,2,4,4,8
"gene-SAUSA300_RS08835","gene-SAUSA300_RS08835",26,24,24,64,72,70
"gene-SAUSA300_RS08840","gene-SAUSA300_RS08840",64,36,68,88,92,98
"gene-SAUSA300_RS08845","gene-SAUSA300_RS08845",0,0,0,0,0,0
"gene-SAUSA300_RS08850","gene-SAUSA300_RS08850",8,0,6,6,8,2
"gene-SAUSA300_RS08855","gene-SAUSA300_RS08855",0,0,0,1,0,0
"gene-SAUSA300_RS08865","gene-SAUSA300_RS08865",0,4,0,2,2,6
"gene-SAUSA300_RS08870","gene-SAUSA300_RS08870",9,4,10,14,13,4
"gene-SAUSA300_RS08875","gene-SAUSA300_RS08875",10,14,9,18,16,18
"gene-SAUSA300_RS08880","gene-SAUSA300_RS08880",54,53,69,103,72,61
"gene-SAUSA300_RS08885","gene-SAUSA300_RS08885",1378,1445,1800,58,40,47
"gene-SAUSA300_RS08890","gene-SAUSA300_RS08890",19,15,26,6,6,5
"gene-SAUSA300_RS08895","gene-SAUSA300_RS08895",54,87,74,105,87,97
"gene-SAUSA300_RS08900","gene-SAUSA300_RS08900",39,56,69,78,76,63
"gene-SAUSA300_RS08905","gene-SAUSA300_RS08905",19,13,10,35,18,25
"gene-SAUSA300_RS08910","gene-SAUSA300_RS08910",228,212,192,106,96,110
"gene-SAUSA300_RS08915","gene-SAUSA300_RS08915",19,22,39,48,24,32
"gene-SAUSA300_RS08920","gene-SAUSA300_RS08920",39,28,33,31,44,50
"gene-SAUSA300_RS08925","gene-SAUSA300_RS08925",73,61,104,73,90,102
"gene-SAUSA300_RS08930","gene-SAUSA300_RS08930",0,0,2,0,0,0
"gene-SAUSA300_RS08935","gene-SAUSA300_RS08935",8,12,18,18,22,22
"gene-SAUSA300_RS08940","gene-SAUSA300_RS08940",0,6,0,6,8,4
"gene-SAUSA300_RS08950","gene-SAUSA300_RS08950",159,140,179,522,470,502
"gene-SAUSA300_RS08955","gene-SAUSA300_RS08955",77,64,87,344,400,508
"gene-SAUSA300_RS08960","gene-SAUSA300_RS08960",48,70,64,210,136,132
"gene-SAUSA300_RS15380","gene-SAUSA300_RS15380",0,0,0,0,0,0
"gene-SAUSA300_RS08975","gene-SAUSA300_RS08975",230,188,160,222,261,248
"gene-SAUSA300_RS08980","gene-SAUSA300_RS08980",80,77,72,140,153,210
"gene-SAUSA300_RS08985","gene-SAUSA300_RS08985",12,9,6,41,27,9
"gene-SAUSA300_RS08990","gene-SAUSA300_RS08990",22,17,34,28,26,32
"gene-SAUSA300_RS08995","gene-SAUSA300_RS08995",17,28,20,34,28,23
"gene-SAUSA300_RS09000","gene-SAUSA300_RS09000",82,59,88,115,112,133
"gene-SAUSA300_RS09005","gene-SAUSA300_RS09005",18,21,22,40,46,31
"gene-SAUSA300_RS09010","gene-SAUSA300_RS09010",20,23,19,25,26,31
"gene-SAUSA300_RS09015","gene-SAUSA300_RS09015",70,112,112,128,137,104
"gene-SAUSA300_RS09020","gene-SAUSA300_RS09020",170,221,209,180,194,217
"gene-SAUSA300_RS09025","gene-SAUSA300_RS09025",36,46,67,59,67,72
"gene-SAUSA300_RS09030","gene-SAUSA300_RS09030",2,2,1,3,1,6
"gene-SAUSA300_RS09035","gene-SAUSA300_RS09035",332,282,355,400,363,359
"gene-SAUSA300_RS09040","gene-SAUSA300_RS09040",732,856,493,828,1092,1030
"gene-SAUSA300_RS09045","gene-SAUSA300_RS09045",32,30,18,44,32,42
"gene-SAUSA300_RS09050","gene-SAUSA300_RS09050",2,0,4,0,2,2
"gene-SAUSA300_RS09055","gene-SAUSA300_RS09055",22,22,30,30,48,24
"gene-SAUSA300_RS09060","gene-SAUSA300_RS09060",17,4,17,4,6,6
"gene-SAUSA300_RS09065","gene-SAUSA300_RS09065",26,20,8,10,2,12
"gene-SAUSA300_RS09070","gene-SAUSA300_RS09070",0,1,4,2,2,2
"gene-SAUSA300_RS09075","gene-SAUSA300_RS09075",0,0,0,0,0,0
"gene-SAUSA300_RS09080","gene-SAUSA300_RS09080",114,114,177,476,455,382
"gene-SAUSA300_RS09085","gene-SAUSA300_RS09085",7,10,4,9,16,15
"gene-SAUSA300_RS09090","gene-SAUSA300_RS09090",80,122,94,58,62,40
"gene-SAUSA300_RS09100","gene-SAUSA300_RS09100",4,8,4,20,12,20
"gene-SAUSA300_RS09105","gene-SAUSA300_RS09105",30,52,54,81,84,103
"gene-SAUSA300_RS09110","gene-SAUSA300_RS09110",10,6,16,2,6,6
"gene-SAUSA300_RS09115","gene-SAUSA300_RS09115",4,8,12,11,8,6
"gene-SAUSA300_RS09120","gene-SAUSA300_RS09120",0,0,0,0,0,0
"gene-SAUSA300_RS09125","gene-SAUSA300_RS09125",9,26,22,26,20,32
"gene-SAUSA300_RS09130","gene-SAUSA300_RS09130",6,14,8,16,22,12
"gene-SAUSA300_RS09135","gene-SAUSA300_RS09135",0,0,2,2,10,0
"gene-SAUSA300_RS09140","gene-SAUSA300_RS09140",14,22,18,54,40,36
"gene-SAUSA300_RS09145","gene-SAUSA300_RS09145",2,0,0,0,2,4
"gene-SAUSA300_RS09150","gene-SAUSA300_RS09150",0,0,2,0,0,1
"gene-SAUSA300_RS09155","gene-SAUSA300_RS09155",0,0,0,0,0,0
"gene-SAUSA300_RS09160","gene-SAUSA300_RS09160",175,179,208,189,201,157
"gene-SAUSA300_RS09165","gene-SAUSA300_RS09165",94,92,98,168,100,130
"gene-SAUSA300_RS09170","gene-SAUSA300_RS09170",120,116,140,508,292,381
"gene-SAUSA300_RS09175","gene-SAUSA300_RS09175",6,7,8,8,6,2
"gene-SAUSA300_RS09180","gene-SAUSA300_RS09180",10,8,7,16,2,8
"gene-SAUSA300_RS09185","gene-SAUSA300_RS09185",46,54,40,28,24,38
"gene-SAUSA300_RS09190","gene-SAUSA300_RS09190",0,0,0,0,0,0
"gene-SAUSA300_RS09195","gene-SAUSA300_RS09195",22,18,28,16,28,16
"gene-SAUSA300_RS09200","gene-SAUSA300_RS09200",0,0,0,0,0,0
"gene-SAUSA300_RS09205","gene-SAUSA300_RS09205",656,780,1016,885,926,841
"gene-SAUSA300_RS09210","gene-SAUSA300_RS09210",131,144,129,194,197,169
"gene-SAUSA300_RS09215","gene-SAUSA300_RS09215",23,22,18,32,38,35
"gene-SAUSA300_RS09220","gene-SAUSA300_RS09220",52,54,47,67,50,113
"gene-SAUSA300_RS09225","gene-SAUSA300_RS09225",12,13,6,7,25,14
"gene-SAUSA300_RS09230","gene-SAUSA300_RS09230",9,6,0,7,3,4
"gene-SAUSA300_RS09235","gene-SAUSA300_RS09235",54,46,36,81,69,103
"gene-SAUSA300_RS09240","gene-SAUSA300_RS09240",66,73,86,195,143,157
"gene-SAUSA300_RS09245","gene-SAUSA300_RS09245",2,0,2,2,4,2
"gene-SAUSA300_RS09250","gene-SAUSA300_RS09250",18,2,8,15,10,8
"gene-SAUSA300_RS09255","gene-SAUSA300_RS09255",18,22,20,34,16,38
"gene-SAUSA300_RS09260","gene-SAUSA300_RS09260",29,25,14,35,37,47
"gene-SAUSA300_RS09265","gene-SAUSA300_RS09265",34,27,41,71,44,39
"gene-SAUSA300_RS09270","gene-SAUSA300_RS09270",10,4,2,9,13,22
"gene-SAUSA300_RS09275","gene-SAUSA300_RS09275",48,47,63,175,127,168
"gene-SAUSA300_RS09280","gene-SAUSA300_RS09280",2,8,13,5,7,17
"gene-SAUSA300_RS09285","gene-SAUSA300_RS09285",6,6,9,8,18,9
"gene-SAUSA300_RS09290","gene-SAUSA300_RS09290",0,2,4,0,7,2
"gene-SAUSA300_RS09295","gene-SAUSA300_RS09295",24,28,12,24,26,8
"gene-SAUSA300_RS09300","gene-SAUSA300_RS09300",0,4,2,13,10,10
"gene-SAUSA300_RS09305","gene-SAUSA300_RS09305",38,28,32,32,30,34
"gene-SAUSA300_RS09310","gene-SAUSA300_RS09310",6,4,4,6,10,8
"gene-SAUSA300_RS09315","gene-SAUSA300_RS09315",3,4,2,3,2,6
"gene-SAUSA300_RS09320","gene-SAUSA300_RS09320",4,2,2,2,0,0
"gene-SAUSA300_RS09325","gene-SAUSA300_RS09325",68,60,89,105,107,66
"gene-SAUSA300_RS09335","gene-SAUSA300_RS09335",0,0,0,0,0,0
"gene-SAUSA300_RS09340","gene-SAUSA300_RS09340",88,86,56,72,80,87
"gene-SAUSA300_RS09345","gene-SAUSA300_RS09345",0,0,1,0,0,0
"gene-SAUSA300_RS09350","gene-SAUSA300_RS09350",145,153,161,248,212,284
"gene-SAUSA300_RS09355","gene-SAUSA300_RS09355",43,75,30,6,4,1
"gene-SAUSA300_RS09360","gene-SAUSA300_RS09360",244,322,273,16,12,15
"gene-SAUSA300_RS09365","gene-SAUSA300_RS09365",222,268,171,17,17,12
"gene-SAUSA300_RS09370","gene-SAUSA300_RS09370",690,896,472,24,28,63
"gene-SAUSA300_RS09375","gene-SAUSA300_RS09375",0,2,2,2,0,0
"gene-SAUSA300_RS09380","gene-SAUSA300_RS09380",0,0,0,0,2,0
"gene-SAUSA300_RS09385","gene-SAUSA300_RS09385",1,0,2,2,2,3
"gene-SAUSA300_RS09390","gene-SAUSA300_RS09390",0,0,0,0,0,0
"gene-SAUSA300_RS09395","gene-SAUSA300_RS09395",30,24,18,64,67,106
"gene-SAUSA300_RS09400","gene-SAUSA300_RS09400",12,12,2,8,10,16
"gene-SAUSA300_RS09405","gene-SAUSA300_RS09405",0,0,0,0,2,0
"gene-SAUSA300_RS09410","gene-SAUSA300_RS09410",0,0,1,4,2,0
"gene-SAUSA300_RS09415","gene-SAUSA300_RS09415",1,0,2,0,0,2
"gene-SAUSA300_RS09420","gene-SAUSA300_RS09420",0,2,0,0,0,0
"gene-SAUSA300_RS09425","gene-SAUSA300_RS09425",92,78,66,142,166,168
"gene-SAUSA300_RS09430","gene-SAUSA300_RS09430",0,0,0,0,0,0
"gene-SAUSA300_RS09435","gene-SAUSA300_RS09435",0,0,0,0,0,0
"gene-SAUSA300_RS09440","gene-SAUSA300_RS09440",0,0,0,0,0,0
"gene-SAUSA300_RS15400","gene-SAUSA300_RS15400",0,0,0,0,0,0
"gene-SAUSA300_RS09455","gene-SAUSA300_RS09455",36,22,44,42,28,46
"gene-SAUSA300_RS09460","gene-SAUSA300_RS09460",2,14,4,22,10,34
"gene-SAUSA300_RS09465","gene-SAUSA300_RS09465",14,14,9,12,16,14
"gene-SAUSA300_RS09470","gene-SAUSA300_RS09470",373,406,376,360,357,344
"gene-SAUSA300_RS09475","gene-SAUSA300_RS09475",24,20,26,6,6,12
"gene-SAUSA300_RS09480","gene-SAUSA300_RS09480",4,0,2,4,0,0
"gene-SAUSA300_RS09485","gene-SAUSA300_RS09485",0,0,0,0,0,2
"gene-SAUSA300_RS09490","gene-SAUSA300_RS09490",23,20,16,5,24,22
"gene-SAUSA300_RS09495","gene-SAUSA300_RS09495",7,5,17,13,15,10
"gene-SAUSA300_RS09500","gene-SAUSA300_RS09500",2,12,2,4,15,12
"gene-SAUSA300_RS09505","gene-SAUSA300_RS09505",0,0,0,0,0,2
"gene-SAUSA300_RS09510","gene-SAUSA300_RS09510",1449,1529,1748,871,688,972
"gene-SAUSA300_RS09515","gene-SAUSA300_RS09515",1608,1451,1091,589,660,638
"gene-SAUSA300_RS09520","gene-SAUSA300_RS09520",0,0,0,0,0,0
"gene-SAUSA300_RS09525","gene-SAUSA300_RS09525",2,0,0,2,0,2
"gene-SAUSA300_RS09530","gene-SAUSA300_RS09530",0,0,0,0,2,0
"gene-SAUSA300_RS09535","gene-SAUSA300_RS09535",0,0,0,0,0,0
"gene-SAUSA300_RS09540","gene-SAUSA300_RS09540",0,0,0,0,0,0
"gene-SAUSA300_RS09545","gene-SAUSA300_RS09545",0,1,0,0,0,0
"gene-SAUSA300_RS09550","gene-SAUSA300_RS09550",14,12,22,35,35,74
"gene-SAUSA300_RS09560","gene-SAUSA300_RS09560",8,0,3,7,3,9
"gene-SAUSA300_RS15795","gene-SAUSA300_RS15795",4,0,4,0,8,10
"gene-SAUSA300_RS09565","gene-SAUSA300_RS09565",0,0,0,0,0,0
"gene-SAUSA300_RS15405","gene-SAUSA300_RS15405",0,0,0,0,0,0
"gene-SAUSA300_RS09570","gene-SAUSA300_RS09570",0,0,0,0,0,2
"gene-SAUSA300_RS09575","gene-SAUSA300_RS09575",0,0,0,0,4,0
"gene-SAUSA300_RS09580","gene-SAUSA300_RS09580",10,16,6,8,8,4
"gene-SAUSA300_RS09585","gene-SAUSA300_RS09585",0,0,0,0,2,0
"gene-SAUSA300_RS09590","gene-SAUSA300_RS09590",0,0,0,0,0,0
"gene-SAUSA300_RS09595","gene-SAUSA300_RS09595",61,58,99,0,0,0
"gene-SAUSA300_RS09600","gene-SAUSA300_RS09600",40,44,92,2,0,2
"gene-SAUSA300_RS09605","gene-SAUSA300_RS09605",46,57,69,0,0,4
"gene-SAUSA300_RS09610","gene-SAUSA300_RS09610",69,65,111,2,2,0
"gene-SAUSA300_RS09615","gene-SAUSA300_RS09615",38,70,83,4,0,0
"gene-SAUSA300_RS09620","gene-SAUSA300_RS09620",26,34,40,0,0,2
"gene-SAUSA300_RS09630","gene-SAUSA300_RS09630",0,2,2,0,0,0
"gene-SAUSA300_RS15410","gene-SAUSA300_RS15410",29,14,38,80,44,46
"gene-SAUSA300_RS09640","gene-SAUSA300_RS09640",31,23,29,75,41,37
"gene-SAUSA300_RS09645","gene-SAUSA300_RS09645",59,37,74,133,130,112
"gene-SAUSA300_RS09650","gene-SAUSA300_RS09650",46,38,48,73,74,133
"gene-SAUSA300_RS09655","gene-SAUSA300_RS09655",0,2,0,0,0,0
"gene-SAUSA300_RS09660","gene-SAUSA300_RS09660",0,0,6,4,0,0
"gene-SAUSA300_RS09665","gene-SAUSA300_RS09665",2,0,0,1,2,0
"gene-SAUSA300_RS09670","gene-SAUSA300_RS09670",0,0,0,1,0,4
"gene-SAUSA300_RS09675","gene-SAUSA300_RS09675",0,0,0,0,0,0
"gene-SAUSA300_RS09680","gene-SAUSA300_RS09680",0,0,0,1,1,2
"gene-SAUSA300_RS09685","gene-SAUSA300_RS09685",2,0,0,0,0,0
"gene-SAUSA300_RS09690","gene-SAUSA300_RS09690",4,1,2,15,17,9
"gene-SAUSA300_RS09695","gene-SAUSA300_RS09695",10,15,10,26,35,41
"gene-SAUSA300_RS15420","gene-SAUSA300_RS15420",0,0,0,0,0,0
"gene-SAUSA300_RS09740","gene-SAUSA300_RS09740",0,2,0,0,0,2
"gene-SAUSA300_RS09750","gene-SAUSA300_RS09750",33,44,43,57,29,38
"gene-SAUSA300_RS09755","gene-SAUSA300_RS09755",6,7,17,11,19,14
"gene-SAUSA300_RS09760","gene-SAUSA300_RS09760",8,8,12,30,24,20
"gene-SAUSA300_RS09765","gene-SAUSA300_RS09765",0,0,0,0,0,0
"gene-SAUSA300_RS09770","gene-SAUSA300_RS09770",92,86,119,134,138,134
"gene-SAUSA300_RS09775","gene-SAUSA300_RS09775",8,14,6,89,101,116
"gene-SAUSA300_RS09780","gene-SAUSA300_RS09780",12,2,5,9,8,4
"gene-SAUSA300_RS09785","gene-SAUSA300_RS09785",11,8,14,30,13,14
"gene-SAUSA300_RS09790","gene-SAUSA300_RS09790",270,340,306,230,244,238
"gene-SAUSA300_RS09795","gene-SAUSA300_RS09795",0,0,0,0,0,0
"gene-SAUSA300_RS09800","gene-SAUSA300_RS09800",250,215,222,148,129,179
"gene-SAUSA300_RS09805","gene-SAUSA300_RS09805",75,41,68,97,120,118
"gene-SAUSA300_RS09810","gene-SAUSA300_RS09810",70,81,80,160,120,142
"gene-SAUSA300_RS09815","gene-SAUSA300_RS09815",4,2,4,1,5,0
"gene-SAUSA300_RS09820","gene-SAUSA300_RS09820",0,0,0,0,0,0
"gene-SAUSA300_RS09825","gene-SAUSA300_RS09825",22,18,13,52,51,59
"gene-SAUSA300_RS09830","gene-SAUSA300_RS09830",6,2,2,19,29,22
"gene-SAUSA300_RS09835","gene-SAUSA300_RS09835",0,2,0,4,0,0
"gene-SAUSA300_RS09840","gene-SAUSA300_RS09840",2,4,2,0,4,0
"gene-SAUSA300_RS09845","gene-SAUSA300_RS09845",8,12,4,2,4,2
"gene-SAUSA300_RS09850","gene-SAUSA300_RS09850",16,20,12,26,23,14
"gene-SAUSA300_RS09855","gene-SAUSA300_RS09855",82,74,62,112,132,100
"gene-SAUSA300_RS09860","gene-SAUSA300_RS09860",0,0,0,0,0,0
"gene-SAUSA300_RS09870","gene-SAUSA300_RS09870",42,53,60,63,75,65
"gene-SAUSA300_RS09875","gene-SAUSA300_RS09875",226,209,255,347,286,286
"gene-SAUSA300_RS09880","gene-SAUSA300_RS09880",3,0,0,0,2,0
"gene-SAUSA300_RS09885","gene-SAUSA300_RS09885",2,4,10,10,8,2
"gene-SAUSA300_RS09890","gene-SAUSA300_RS09890",2,6,2,2,4,2
"gene-SAUSA300_RS09895","gene-SAUSA300_RS09895",3,6,0,0,2,4
"gene-SAUSA300_RS09900","gene-SAUSA300_RS09900",4,8,0,18,16,26
"gene-SAUSA300_RS09905","gene-SAUSA300_RS09905",4,2,0,2,0,4
"gene-SAUSA300_RS16010","gene-SAUSA300_RS16010",0,0,0,0,0,0
"gene-SAUSA300_RS10060","gene-SAUSA300_RS10060",39,34,31,76,64,72
"gene-SAUSA300_RS10065","gene-SAUSA300_RS10065",57,40,91,74,76,60
"gene-SAUSA300_RS10070","gene-SAUSA300_RS10070",18,20,24,38,20,46
"gene-SAUSA300_RS10075","gene-SAUSA300_RS10075",24,50,18,52,74,61
"gene-SAUSA300_RS10080","gene-SAUSA300_RS10080",8,10,8,8,8,4
"gene-SAUSA300_RS10085","gene-SAUSA300_RS10085",0,0,0,0,0,0
"gene-SAUSA300_RS10090","gene-SAUSA300_RS10090",4,3,8,14,6,16
"gene-SAUSA300_RS10095","gene-SAUSA300_RS10095",0,2,8,8,0,3
"gene-SAUSA300_RS10100","gene-SAUSA300_RS10100",4,0,4,0,2,3
"gene-SAUSA300_RS10105","gene-SAUSA300_RS10105",48,31,56,310,237,296
"gene-SAUSA300_RS10115","gene-SAUSA300_RS10115",0,2,2,8,13,6
"gene-SAUSA300_RS10120","gene-SAUSA300_RS10120",0,0,0,1,0,0
"gene-SAUSA300_RS10125","gene-SAUSA300_RS10125",0,1,0,0,0,0
"gene-SAUSA300_RS10130","gene-SAUSA300_RS10130",4,2,0,0,2,8
"gene-SAUSA300_RS10135","gene-SAUSA300_RS10135",38,56,58,102,70,132
"gene-SAUSA300_RS10140","gene-SAUSA300_RS10140",75,75,52,130,157,148
"gene-SAUSA300_RS10145","gene-SAUSA300_RS10145",4,0,0,8,1,4
